PDBID	SCIENTIFIC_ORGANISM	EC_NUMBER	
2hkk	Homo sapiens 	4.2.1.1	
3fe4	Homo sapiens 	4.2.1.1	
2kqe	Homo sapiens 	4.2.99.18	
2kqd	Homo sapiens 	4.2.99.18	
2kqc	Homo sapiens 	4.2.99.18	
2kqb	Homo sapiens 	4.2.99.18	
4g0c	Homo sapiens 	4.2.1.1	
1tg9	Homo sapiens 	4.2.1.1	
1teu	Homo sapiens 	4.2.1.1	
1tg3	Homo sapiens 	4.2.1.1	
1teq	Homo sapiens 	4.2.1.1	
3gw3	Homo sapiens 	4.1.1.37	
3vbd	Homo sapiens 	4.2.1.1	
3gw0	Homo sapiens 	4.1.1.37	
2hl4	Homo sapiens 	4.2.1.1	
1lg6	Homo sapiens 	4.2.1.1	
2vvb	Homo sapiens 	4.2.1.1	
1lg5	Homo sapiens 	4.2.1.1	
2vva	Homo sapiens 	4.2.1.1	
1okn	Homo sapiens 	4.2.1.1	
1okm	Homo sapiens 	4.2.1.1	
1okl	Homo sapiens 	4.2.1.1	
1dew	Homo sapiens 	4.2.99.18	
3n0n	Homo sapiens 	4.2.1.1	
2x7u	Homo sapiens 	4.2.1.1	
2x7t	Homo sapiens 	4.2.1.1	
2x7s	Homo sapiens 	4.2.1.1	
1tdh	Homo sapiens 	4.2.99.18	
3ryz	Homo sapiens 	4.2.1.1	
3ryy	Homo sapiens 	4.2.1.1	
3tmj	Homo sapiens 	4.2.1.1	
3ryx	Homo sapiens 	4.2.1.1	
3ryv	Homo sapiens 	4.2.1.1	
3igp	Homo sapiens 	4.2.1.1	
2xhi	Homo sapiens 	4.2.99.18	
2fw4	Homo sapiens 	4.2.1.1	
3ryj	Homo sapiens 	4.2.1.1	
1te6	Homo sapiens 	4.2.1.11	
1jr2	Homo sapiens 	4.2.1.75	
1t2a	Homo sapiens 	4.2.1.47	
1te3	Homo sapiens 	4.2.1.1	
3nb5	Homo sapiens 	4.2.1.1	
1jpk	Homo sapiens 	4.1.1.37	
1jpi	Homo sapiens 	4.1.1.37	
1jph	Homo sapiens 	4.1.1.37	
3ih7	Homo sapiens 	4.2.99.18	
3rz8	Homo sapiens 	4.2.1.1	
3rz7	Homo sapiens 	4.2.1.1	
3rz5	Homo sapiens 	4.2.1.1	
1w7n	Homo sapiens 	4.4.1.13	
1w7m	Homo sapiens 	4.4.1.13	
1de9	Homo sapiens 	4.2.99.18	
1w7l	Homo sapiens 	4.4.1.13	
1de8	Homo sapiens 	4.2.99.18	
3rz1	Homo sapiens 	4.2.1.1	
3rz0	Homo sapiens 	4.2.1.1	
1tbt	Homo sapiens 	4.2.1.1	
2eaw	Homo sapiens 	4.1.1.23	
1dcb	Homo sapiens 	4.2.1.1	
1dca	Homo sapiens 	4.2.1.1	
1mua	Homo sapiens 	4.2.1.1	
1znc	Homo sapiens 	4.2.1.1	
3ieo	Homo sapiens 	4.2.1.1	
2hfw	Homo sapiens 	4.2.1.1	
4bcw	Homo sapiens 	4.2.1.1	
1bnw	Homo sapiens 	4.2.1.1	
1bnv	Homo sapiens 	4.2.1.1	
3d9z	Homo sapiens 	4.2.1.1	
1bnu	Homo sapiens 	4.2.1.1	
1bnt	Homo sapiens 	4.2.1.1	
3tjm	Homo sapiens 	4.2.1.59	
1bnq	Homo sapiens 	4.2.1.1	
1bnn	Homo sapiens 	4.2.1.1	
1bnm	Homo sapiens 	4.2.1.1	
1msv	Homo sapiens 	4.1.1.50	
2h4n	Homo sapiens 	4.2.1.1	
1hzd	Homo sapiens 	4.2.1.18	
5cac	Homo sapiens 	4.2.1.1	
1tb0	Homo sapiens 	4.2.1.1	
3d8w	Homo sapiens 	4.2.1.1	
3i2b	Homo sapiens 	4.2.3.12	
1uro	Homo sapiens 	4.1.1.37	
3bvj	Homo sapiens 	4.1.1.23	
1bn4	Homo sapiens 	4.2.1.1	
1z9y	Homo sapiens 	4.2.1.1	
1bn3	Homo sapiens 	4.2.1.1	
1bn1	Homo sapiens 	4.2.1.1	
3ibu	Homo sapiens 	4.2.1.1	
1g4o	Homo sapiens 	4.2.1.1	
3d93	Homo sapiens 	4.2.1.1	
3d92	Homo sapiens 	4.2.1.1	
3t85	Homo sapiens 	4.2.1.1	
1g4j	Homo sapiens 	4.2.1.1	
3t84	Homo sapiens 	4.2.1.1	
3ibn	Homo sapiens 	4.2.1.1	
3t83	Homo sapiens 	4.2.1.1	
5ca2	Homo sapiens 	4.2.1.1	
3t82	Homo sapiens 	4.2.1.1	
3ibl	Homo sapiens 	4.2.1.1	
3ibi	Homo sapiens 	4.2.1.1	
2noz	Homo sapiens 	4.2.99.18	
3l6r	Homo sapiens 	4.3.1.17	
3l6r	Homo sapiens 	4.3.1.18	
1g3z	Homo sapiens 	4.2.1.1	
2ax2	Homo sapiens 	4.2.1.1	
1j9w	Homo sapiens 	4.2.1.1	
1g54	Homo sapiens 	4.2.1.1	
3t5z	Homo sapiens 	4.2.1.1	
1g53	Homo sapiens 	4.2.1.1	
1g52	Homo sapiens 	4.2.1.1	
2nol	Homo sapiens 	4.2.99.18	
2foy	Homo sapiens 	4.2.1.1	
1es0	Homo sapiens 	4.1.1.15	
3t5u	Homo sapiens 	4.2.1.1	
3l6b	Homo sapiens 	4.3.1.17	
3l6b	Homo sapiens 	4.3.1.18	
2noi	Homo sapiens 	4.2.99.18	
2fov	Homo sapiens 	4.2.1.1	
3mzc	Homo sapiens 	4.2.1.1	
2noh	Homo sapiens 	4.2.99.18	
2fou	Homo sapiens 	4.2.1.1	
2nof	Homo sapiens 	4.2.99.18	
2fos	Homo sapiens 	4.2.1.1	
2p1f	Homo sapiens 	4.1.1.23	
2noe	Homo sapiens 	4.2.99.18	
3uyq	Homo sapiens 	4.2.1.1	
2foq	Homo sapiens 	4.2.1.1	
2nob	Homo sapiens 	4.2.99.18	
2h31	Homo sapiens 	4.1.1.21	
3uyn	Homo sapiens 	4.2.1.1	
3iai	Homo sapiens 	4.2.1.1	
1jl0	Homo sapiens 	4.1.1.50	
3myq	Homo sapiens 	4.2.1.1	
2hd6	Homo sapiens 	4.2.1.1	
2nnv	Homo sapiens 	4.2.1.1	
1g48	Homo sapiens 	4.2.1.1	
2aw1	Homo sapiens 	4.2.1.1	
2nns	Homo sapiens 	4.2.1.1	
1g46	Homo sapiens 	4.2.1.1	
1g45	Homo sapiens 	4.2.1.1	
4e4a	Homo sapiens 	4.2.1.1	
2nno	Homo sapiens 	4.2.1.1	
4hkp	Homo sapiens 	4.1.1.23	
1z97	Homo sapiens 	4.2.1.1	
1z93	Homo sapiens 	4.2.1.1	
2nng	Homo sapiens 	4.2.1.1	
2fnn	Homo sapiens 	4.2.1.1	
2fnm	Homo sapiens 	4.2.1.1	
2fnk	Homo sapiens 	4.2.1.1	
1hva	Homo sapiens 	4.2.1.1	
1moo	Homo sapiens 	4.2.1.1	
2nmx	Homo sapiens 	4.2.1.1	
4e3h	Homo sapiens 	4.2.1.1	
1bix	Homo sapiens 	4.2.99.18	
4e3g	Homo sapiens 	4.2.1.1	
4e3f	Homo sapiens 	4.2.1.1	
4e3d	Homo sapiens 	4.2.1.1	
1eou	Homo sapiens 	4.2.1.1	
2nmp	Homo sapiens 	4.4.1.1	
2fmz	Homo sapiens 	4.2.1.1	
3okv	Homo sapiens 	4.2.1.1	
3oku	Homo sapiens 	4.2.1.1	
4e49	Homo sapiens 	4.2.1.1	
3leo	Homo sapiens 	4.4.1.20	
2h15	Homo sapiens 	4.2.1.1	
1huh	Homo sapiens 	4.2.1.1	
3d4j	Homo sapiens 	4.1.1.33	
1hug	Homo sapiens 	4.2.1.1	
1bic	Homo sapiens 	4.2.1.1	
1g1d	Homo sapiens 	4.2.1.1	
1pv8	Homo sapiens 	4.2.1.24	
2isi	Homo sapiens 	4.2.99.18	
2fmg	Homo sapiens 	4.2.1.1	
2nn7	Homo sapiens 	4.2.1.1	
3mwo	Homo sapiens 	4.2.1.1	
3ewz	Homo sapiens 	4.1.1.23	
3ewy	Homo sapiens 	4.1.1.23	
3ewx	Homo sapiens 	4.1.1.23	
3eww	Homo sapiens 	4.1.1.23	
2nn1	Homo sapiens 	4.2.1.1	
3ewu	Homo sapiens 	4.1.1.23	
1zgf	Homo sapiens 	4.2.1.1	
1zge	Homo sapiens 	4.2.1.1	
2it4	Homo sapiens 	4.2.1.1	
1g0f	Homo sapiens 	4.2.1.1	
1g0e	Homo sapiens 	4.2.1.1	
4hib	Homo sapiens 	4.1.1.23	
4e1o	Homo sapiens 	4.1.1.22	
3uvj	Homo sapiens 	4.6.1.2	
1zh9	Homo sapiens 	4.2.1.1	
1czm	Homo sapiens 	4.2.1.1	
1zfq	Homo sapiens 	4.2.1.1	
1zfk	Homo sapiens 	4.2.1.1	
3ex6	Homo sapiens 	4.1.1.23	
3ex4	Homo sapiens 	4.1.1.23	
1hu0	Homo sapiens 	4.2.99.18	
3ex3	Homo sapiens 	4.1.1.23	
3ex2	Homo sapiens 	4.1.1.23	
3ex1	Homo sapiens 	4.1.1.23	
2cg5	Homo sapiens 	4.2.1.59	
3oim	Homo sapiens 	4.2.1.1	
3oil	Homo sapiens 	4.2.1.1	
3dcw	Homo sapiens 	4.2.1.1	
3oik	Homo sapiens 	4.2.1.1	
3dcs	Homo sapiens 	4.2.1.1	
3mw7	Homo sapiens 	4.1.1.23	
1bh5	Homo sapiens 	4.4.1.5	
3dcc	Homo sapiens 	4.2.1.1	
1hrk	Homo sapiens 	4.99.1.1	
1r3y	Homo sapiens 	4.1.1.37	
1r3w	Homo sapiens 	4.1.1.37	
1r3v	Homo sapiens 	4.1.1.37	
3dbu	Homo sapiens 	4.2.1.1	
1r3t	Homo sapiens 	4.1.1.37	
1r3s	Homo sapiens 	4.1.1.37	
1r3r	Homo sapiens 	4.1.1.37	
1r3q	Homo sapiens 	4.1.1.37	
1jen	Homo sapiens 	4.1.1.50	
3dbp	Homo sapiens 	4.1.1.23	
3dd0	Homo sapiens 	4.2.1.1	
3l0n	Homo sapiens 	4.1.1.23	
3l0k	Homo sapiens 	4.1.1.23	
1xpz	Homo sapiens 	4.2.1.1	
1kwr	Homo sapiens 	4.2.1.1	
1kwq	Homo sapiens 	4.2.1.1	
3d0n	Homo sapiens 	4.2.1.1	
3daz	Homo sapiens 	4.2.1.1	
3dc9	Homo sapiens 	4.2.1.1	
2qoa	Homo sapiens 	4.2.1.1	
1ze8	Homo sapiens 	4.2.1.1	
1e9n	Homo sapiens 	4.2.99.18	
3dc3	Homo sapiens 	4.2.1.1	
3l14	Homo sapiens 	4.2.1.1	
2qp6	Homo sapiens 	4.2.1.1	
3pyk	Homo sapiens 	4.2.1.1	
1jcz	Homo sapiens 	4.2.1.1	
1xq0	Homo sapiens 	4.2.1.1	
2cbe	Homo sapiens 	4.2.1.1	
3rld	Homo sapiens 	4.2.1.1	
1zbq	Homo sapiens 	4.2.1.107	
1zbq	Homo sapiens 	4.2.1.119	
2cbd	Homo sapiens 	4.2.1.1	
2cbc	Homo sapiens 	4.2.1.1	
1cvh	Homo sapiens 	4.2.1.1	
2cbb	Homo sapiens 	4.2.1.1	
2qo8	Homo sapiens 	4.2.1.1	
2cba	Homo sapiens 	4.2.1.1	
1cvf	Homo sapiens 	4.2.1.1	
1cve	Homo sapiens 	4.2.1.1	
1cvd	Homo sapiens 	4.2.1.1	
1cvc	Homo sapiens 	4.2.1.1	
1cvb	Homo sapiens 	4.2.1.1	
1cva	Homo sapiens 	4.2.1.1	
1bcd	Homo sapiens 	4.2.1.1	
7ca2	Homo sapiens 	4.2.1.1	
1jbq	Homo sapiens 	4.2.1.22	
1jd0	Homo sapiens 	4.2.1.1	
3da2	Homo sapiens 	4.2.1.1	
2cab	Homo sapiens 	4.2.1.1	
1raz	Homo sapiens 	4.2.1.1	
1ray	Homo sapiens 	4.2.1.1	
2wz1	Homo sapiens 	4.6.1.2	
3g3m	Homo sapiens 	4.1.1.23	
1ugg	Homo sapiens 	4.2.1.1	
1ugf	Homo sapiens 	4.2.1.1	
1uge	Homo sapiens 	4.2.1.1	
3g3d	Homo sapiens 	4.1.1.23	
1ugd	Homo sapiens 	4.2.1.1	
1ugc	Homo sapiens 	4.2.1.1	
2ili	Homo sapiens 	4.2.1.1	
1ugb	Homo sapiens 	4.2.1.1	
1uga	Homo sapiens 	4.2.1.1	
3bl1	Homo sapiens 	4.2.1.1	
2ald	Homo sapiens 	4.1.2.13	
3bl0	Homo sapiens 	4.2.1.1	
4h27	Homo sapiens 	4.3.1.17	
4h27	Homo sapiens 	4.3.1.19	
2ca2	Homo sapiens 	4.2.1.1	
2akz	Homo sapiens 	4.2.1.11	
3epb	Homo sapiens 	4.1.1.50	
3epa	Homo sapiens 	4.1.1.50	
2akm	Homo sapiens 	4.2.1.11	
12ca	Homo sapiens 	4.2.1.1	
1xkt	Homo sapiens 	4.2.1.59	
3bk0	Homo sapiens 	4.1.1.23	
3b97	Homo sapiens 	4.2.1.11	
3mnu	Homo sapiens 	4.2.1.1	
1crm	Homo sapiens 	4.2.1.1	
3mp5	Homo sapiens 	4.1.3.4	
3mp4	Homo sapiens 	4.1.3.4	
3mp3	Homo sapiens 	4.1.3.4	
3mnk	Homo sapiens 	4.2.1.1	
3ep9	Homo sapiens 	4.1.1.50	
3mnj	Homo sapiens 	4.2.1.1	
3ep8	Homo sapiens 	4.1.1.50	
3mni	Homo sapiens 	4.2.1.1	
3ep7	Homo sapiens 	4.1.1.50	
3mnh	Homo sapiens 	4.2.1.1	
1cra	Homo sapiens 	4.2.1.1	
1m54	Homo sapiens 	4.2.1.22	
3ep6	Homo sapiens 	4.1.1.50	
1m3q	Homo sapiens 	4.2.99.18	
2v30	Homo sapiens 	4.1.1.23	
3ep5	Homo sapiens 	4.1.1.50	
3ep4	Homo sapiens 	4.1.1.50	
3ep3	Homo sapiens 	4.1.1.50	
1m51	Homo sapiens 	4.1.1.32	
3mna	Homo sapiens 	4.2.1.1	
1m3h	Homo sapiens 	4.2.99.18	
2vd6	Homo sapiens 	4.3.2.2	
3czv	Homo sapiens 	4.2.1.1	
1h9q	Homo sapiens 	4.2.1.1	
1e51	Homo sapiens 	4.2.1.24	
3mo7	Homo sapiens 	4.1.1.23	
1h9n	Homo sapiens 	4.2.1.1	
3rge	Homo sapiens 	4.2.1.1	
4flc	Homo sapiens 	4.3.2.2	
3mmf	Homo sapiens 	4.2.1.1	
2q6z	Homo sapiens 	4.1.1.37	
2ygw	Homo sapiens 	4.1.1.9	
3bgj	Homo sapiens 	4.1.1.23	
3bgg	Homo sapiens 	4.1.1.23	
3cyu	Homo sapiens 	4.2.1.1	
3elp	Homo sapiens 	4.4.1.1	
3rg4	Homo sapiens 	4.2.1.1	
3rg3	Homo sapiens 	4.2.1.1	
4fl7	Homo sapiens 	4.2.1.1	
2q71	Homo sapiens 	4.1.1.37	
2osm	Homo sapiens 	4.2.1.1	
2i5w	Homo sapiens 	4.2.99.18	
2f14	Homo sapiens 	4.2.1.1	
2osf	Homo sapiens 	4.2.1.1	
3b4f	Homo sapiens 	4.2.1.1	
1qzu	Homo sapiens 	4.1.1.36	
3bet	Homo sapiens 	4.2.1.1	
1ebm	Homo sapiens 	4.2.99.18	
3hs4	Homo sapiens 	4.2.1.1	
3ujs	Homo sapiens 	4.2.1.11	
1cny	Homo sapiens 	4.2.1.1	
3ujr	Homo sapiens 	4.2.1.11	
1cnx	Homo sapiens 	4.2.1.1	
1cnw	Homo sapiens 	4.2.1.1	
3u8u	Homo sapiens 	4.2.99.18	
3ujf	Homo sapiens 	4.2.1.11	
3ml5	Homo sapiens 	4.2.1.1	
4fik	Homo sapiens 	4.2.1.1	
3uje	Homo sapiens 	4.2.1.11	
1cnk	Homo sapiens 	4.2.1.1	
1cnj	Homo sapiens 	4.2.1.1	
3kwa	Homo sapiens 	4.2.1.1	
1cni	Homo sapiens 	4.2.1.1	
3ml2	Homo sapiens 	4.2.1.1	
1cnh	Homo sapiens 	4.2.1.1	
1cng	Homo sapiens 	4.2.1.1	
1ko9	Homo sapiens 	4.2.99.18	
1cnc	Homo sapiens 	4.2.1.1	
1cnb	Homo sapiens 	4.2.1.1	
1azm	Homo sapiens 	4.2.1.1	
1p5j	Homo sapiens 	4.3.1.17	
1p5j	Homo sapiens 	4.3.1.19	
1fsr	Homo sapiens 	4.2.1.1	
1fsq	Homo sapiens 	4.2.1.1	
3rch	Homo sapiens 	4.1.1.28	
1fsn	Homo sapiens 	4.2.1.1	
1xfb	Homo sapiens 	4.1.2.13	
1xev	Homo sapiens 	4.2.1.1	
3m98	Homo sapiens 	4.2.1.1	
3m96	Homo sapiens 	4.2.1.1	
3u7c	Homo sapiens 	4.2.1.1	
3rbl	Homo sapiens 	4.1.1.28	
1xeg	Homo sapiens 	4.2.1.1	
9ca2	Homo sapiens 	4.2.1.1	
1fro	Homo sapiens 	4.4.1.5	
1h4n	Homo sapiens 	4.2.1.1	
3rbf	Homo sapiens 	4.1.1.28	
3mho	Homo sapiens 	4.2.1.1	
3mhm	Homo sapiens 	4.2.1.1	
3mhl	Homo sapiens 	4.2.1.1	
4cac	Homo sapiens 	4.2.1.1	
3mhi	Homo sapiens 	4.2.1.1	
2qcn	Homo sapiens 	4.1.1.23	
3ktu	Homo sapiens 	4.2.99.18	
2qcm	Homo sapiens 	4.1.1.23	
2qcl	Homo sapiens 	4.1.1.23	
3mhc	Homo sapiens 	4.2.1.1	
4ffx	Homo sapiens 	4.3.2.2	
2qch	Homo sapiens 	4.1.1.23	
2q38	Homo sapiens 	4.2.1.1	
2qcg	Homo sapiens 	4.1.1.23	
4ilx	Homo sapiens 	4.2.1.1	
2qcf	Homo sapiens 	4.1.1.23	
1xdm	Homo sapiens 	4.1.2.13	
2qce	Homo sapiens 	4.1.1.23	
1xdl	Homo sapiens 	4.1.2.13	
2qcd	Homo sapiens 	4.1.1.23	
3b29	Homo sapiens 	4.4.1.20	
2qcc	Homo sapiens 	4.1.1.23	
1hed	Homo sapiens 	4.2.1.1	
1fqr	Homo sapiens 	4.2.1.1	
1hec	Homo sapiens 	4.2.1.1	
1heb	Homo sapiens 	4.2.1.1	
1hea	Homo sapiens 	4.2.1.1	
1s9c	Homo sapiens 	4.2.1.107	
1s9c	Homo sapiens 	4.2.1.119	
1fqn	Homo sapiens 	4.2.1.1	
3r17	Homo sapiens 	4.2.1.1	
1fqm	Homo sapiens 	4.2.1.1	
3po6	Homo sapiens 	4.2.1.1	
3r16	Homo sapiens 	4.2.1.1	
1fql	Homo sapiens 	4.2.1.1	
3mi2	Homo sapiens 	4.1.1.23	
2qd5	Homo sapiens 	4.99.1.1	
2qd4	Homo sapiens 	4.99.1.1	
2q1b	Homo sapiens 	4.2.1.1	
2qd3	Homo sapiens 	4.99.1.1	
2wns	Homo sapiens 	4.1.1.23	
2qd2	Homo sapiens 	4.99.1.1	
2qd1	Homo sapiens 	4.99.1.1	
3m5t	Homo sapiens 	4.2.1.1	
3m5s	Homo sapiens 	4.2.1.1	
4ald	Homo sapiens 	4.1.2.13	
4f4d	Homo sapiens 	4.99.1.1	
1fr7	Homo sapiens 	4.2.1.1	
4ca2	Homo sapiens 	4.2.1.1	
1fr4	Homo sapiens 	4.2.1.1	
3m5e	Homo sapiens 	4.2.1.1	
2qc8	Homo sapiens 	4.1.1.15	
1avn	Homo sapiens 	4.2.1.1	
3m67	Homo sapiens 	4.2.1.1	
2abe	Homo sapiens 	4.2.1.1	
3hlj	Homo sapiens 	4.2.1.1	
1hcb	Homo sapiens 	4.2.1.1	
2oo0	Homo sapiens 	4.1.1.17	
1hca	Homo sapiens 	4.2.1.1	
1cin	Homo sapiens 	4.2.1.1	
