PDBID	SCIENTIFIC_ORGANISM	EC_NUMBER	
2fd6	Homo sapiens 	3.4.21.73	
3b6e	Homo sapiens 	3.6.4.13	
1ecv	Homo sapiens 	3.1.3.48	
1kq9	Homo sapiens 	3.4.11.18	
1kq0	Homo sapiens 	3.4.11.18	
4ha5	Homo sapiens 	3.4.23.46	
2yi1	Homo sapiens 	3.2.1.183	
2lna	Homo sapiens 	3.4.24	
2fc0	Homo sapiens 	3.6.4.12	
1qzy	Homo sapiens 	3.4.11.18	
1xgz	Homo sapiens 	3.2.1.1	
4as4	Homo sapiens 	3.1.3.25	
4aql	Homo sapiens 	3.5.4.3	
3ga3	Homo sapiens 	3.6.4.13	
4aqd	Homo sapiens 	3.1.1.8	
3u9w	Homo sapiens 	3.3.2.6	
3sww	Homo sapiens 	3.4.14.5	
1eax	Homo sapiens 	3.4.21.109	
1eaw	Homo sapiens 	3.4.21.109	
3zdq	Homo sapiens 	3.6.3.43	
1eak	Homo sapiens 	3.4.24.24	
3zdk	Homo sapiens 	3.1	
3u9a	Homo sapiens 	3.4.21.5	
4apj	Homo sapiens 	3.4.15.1	
1xh2	Homo sapiens 	3.2.1.1	
1xh1	Homo sapiens 	3.2.1.1	
4aph	Homo sapiens 	3.4.15.1	
1xh0	Homo sapiens 	3.2.1.1	
1kmc	Homo sapiens 	3.4.22.60	
3u8t	Homo sapiens 	3.4.21.5	
2lkt	Homo sapiens 	3.1.1	
3u8r	Homo sapiens 	3.4.21.5	
3sx4	Homo sapiens 	3.4.14.5	
3mjl	Homo sapiens 	3.5.3.1	
3u8o	Homo sapiens 	3.4.21.5	
3mjh	Homo sapiens 	3.6.5.2	
1eb1	Homo sapiens 	3.4.21.5	
1klt	Homo sapiens 	3.4.21.39	
3b2z	Homo sapiens 	3.4.24.82	
3u8i	Homo sapiens 	3.1.1.4	
3u8h	Homo sapiens 	3.1.1.4	
3u8d	Homo sapiens 	3.1.1.4	
1klj	Homo sapiens 	3.4.21.21	
2yf0	Homo sapiens 	3.1.3	
1kli	Homo sapiens 	3.4.21.21	
2ydm	Homo sapiens 	3.4.15.1	
3b2r	Homo sapiens 	3.1.4.35	
3u8b	Homo sapiens 	3.1.1.4	
1qxk	Homo sapiens 	3.1.3.48	
4aoh	Homo sapiens 	3.1.27	
3u98	Homo sapiens 	3.4.21.5	
3mk2	Homo sapiens 	3.1.3.1	
2a3k	Homo sapiens 	3.1.3.48	
3mk1	Homo sapiens 	3.1.3.1	
3mk0	Homo sapiens 	3.1.3.1	
3sw2	Homo sapiens 	3.4.21.6	
2ycu	Homo sapiens 	3.6.4.1	
3b1u	Homo sapiens 	3.5.3.15	
3b1t	Homo sapiens 	3.5.3.15	
2a2x	Homo sapiens 	3.4.21.5	
4gzm	Homo sapiens 	3.6.5.2	
4gzl	Homo sapiens 	3.6.5.2	
3mhw	Homo sapiens 	3.4.21.73	
2a45	Homo sapiens 	3.4.21.5	
2a2q	Homo sapiens 	3.4.21.21	
2a2k	Homo sapiens 	3.1.3.48	
3sv2	Homo sapiens 	3.4.21.5	
2yd9	Homo sapiens 	3.1.3.48	
2yd8	Homo sapiens 	3.1.3.48	
2ybu	Homo sapiens 	3.2.1.14	
2yd7	Homo sapiens 	3.1.3.48	
2ybt	Homo sapiens 	3.2.1.14	
2yd6	Homo sapiens 	3.1.3.48	
2yd5	Homo sapiens 	3.1.3.48	
1xcx	Homo sapiens 	3.2.1.1	
1xcw	Homo sapiens 	3.2.1.1	
2yd3	Homo sapiens 	3.1.3.48	
1qx3	Homo sapiens 	3.4.22.56	
2yd2	Homo sapiens 	3.1.3.48	
1s8o	Homo sapiens 	3.1.3.76	
1s8o	Homo sapiens 	3.3.2.10	
2yd0	Homo sapiens 	3.4.11	
3u6a	Homo sapiens 	3.4.23.46	
3b23	Homo sapiens 	3.4.21.5	
1qvj	Homo sapiens 	3.6.1.13	
2a1s	Homo sapiens 	3.1.13.4	
2a1r	Homo sapiens 	3.1.13.4	
2a1j	Homo sapiens 	3.1	
3mgm	Homo sapiens 	3.6.1.62	
3u73	Homo sapiens 	3.4.21.73	
2lhm	Homo sapiens 	3.2.1.17	
1s95	Homo sapiens 	3.1.3.16	
1qur	Homo sapiens 	3.4.21.5	
1xd3	Homo sapiens 	3.4.19.12	
1xd1	Homo sapiens 	3.2.1.1	
1xbo	Homo sapiens 	3.1.3.48	
3mfw	Homo sapiens 	3.5.3.1	
1xd0	Homo sapiens 	3.2.1.1	
3mfv	Homo sapiens 	3.5.3.1	
2a0q	Homo sapiens 	3.4.21.5	
3u69	Homo sapiens 	3.4.21.5	
2yb9	Homo sapiens 	3.4.24.11	
1s6u	Homo sapiens 	3.6.3.4	
3u4i	Homo sapiens 	3.2.2.5	
3u4h	Homo sapiens 	3.2.2.5	
3fxy	Homo sapiens 	3.2.1.14	
1s6o	Homo sapiens 	3.6.3.4	
2lgd	Homo sapiens 	3.1.3.16	
1qtn	Homo sapiens 	3.4.22.61	
4gwn	Homo sapiens 	3.4.24.63	
4gwm	Homo sapiens 	3.4.24.63	
3fxo	Homo sapiens 	3.1.3.16	
3fxm	Homo sapiens 	3.1.3.16	
3fxl	Homo sapiens 	3.1.3.16	
3fxk	Homo sapiens 	3.1.3.16	
4gwd	Homo sapiens 	3.5.3.1	
3fxj	Homo sapiens 	3.1.3.16	
4gwc	Homo sapiens 	3.5.3.1	
3u53	Homo sapiens 	3.6.1.17	
1kgx	Homo sapiens 	3.2.1.1	
1kgw	Homo sapiens 	3.2.1.1	
3sqo	Homo sapiens 	3.4.21	
1kgu	Homo sapiens 	3.2.1.1	
1qsw	Homo sapiens 	3.2.1.17	
3sqh	Homo sapiens 	3.4.21.5	
1ki0	Homo sapiens 	3.4.21.7	
3sqe	Homo sapiens 	3.4.21.5	
1s70	Homo sapiens 	3.1.3.16	
1s70	Homo sapiens 	3.1.3.53	
1dza	Homo sapiens 	3.1.27.5	
4i8n	Homo sapiens 	3.1.3.48	
2rrd	Homo sapiens 	3.6.4.12	
3fy1	Homo sapiens 	3.2.1.14	
3mf0	Homo sapiens 	3.1.4.35	
1dyt	Homo sapiens 	3.1.27	
1kfx	Homo sapiens 	3.4.22.53	
3mdj	Homo sapiens 	3.4.11	
1kfu	Homo sapiens 	3.4.22.53	
1qrz	Homo sapiens 	3.4.21.7	
2len	Homo sapiens 	3.4.19.12	
1dyn	Homo sapiens 	3.6.5.5	
4guy	Homo sapiens 	3.4.24.65	
1qrp	Homo sapiens 	3.4.23.1	
3fvy	Homo sapiens 	3.4.14.4	
2ewy	Homo sapiens 	3.4.23.45	
2rqb	Homo sapiens 	3.6.4.13	
2rqa	Homo sapiens 	3.6.4.13	
1s4b	Homo sapiens 	3.4.24.15	
2g9o	Homo sapiens 	3.6.3.4	
3sos	Homo sapiens 	3.4.21.27	
2g9n	Homo sapiens 	3.6.4.13	
3sor	Homo sapiens 	3.4.21.27	
3sop	Homo sapiens 	3.6.5	
3fvf	Homo sapiens 	3.4.21	
3u1n	Homo sapiens 	3.1.4	
3h8c	Homo sapiens 	3.4.22.15	
3h8b	Homo sapiens 	3.4.22.15	
3mcf	Homo sapiens 	3.6.1.52	
3mcf	Homo sapiens 	3.6.1.60	
4ahn	Homo sapiens 	3.1.27	
4ahm	Homo sapiens 	3.1.27	
4ahl	Homo sapiens 	3.1.27	
4ahk	Homo sapiens 	3.1.27	
4ahj	Homo sapiens 	3.1.27	
4ahi	Homo sapiens 	3.1.27	
4ahh	Homo sapiens 	3.1.27	
4ahg	Homo sapiens 	3.1.27	
4i6l	Homo sapiens 	3.4.19.12	
4ahf	Homo sapiens 	3.1.27	
4ahe	Homo sapiens 	3.1.27	
4ahd	Homo sapiens 	3.1.27	
3fun	Homo sapiens 	3.3.2.6	
3fum	Homo sapiens 	3.3.2.6	
3ful	Homo sapiens 	3.3.2.6	
3u0v	Homo sapiens 	3.1.2	
2le8	Homo sapiens 	3.6.4.12	
3fuk	Homo sapiens 	3.3.2.6	
3fuj	Homo sapiens 	3.3.2.6	
3fui	Homo sapiens 	3.3.2.6	
3fuh	Homo sapiens 	3.3.2.6	
3fuf	Homo sapiens 	3.3.2.6	
3fue	Homo sapiens 	3.3.2.6	
3h7d	Homo sapiens 	3.4.22.38	
1kdu	Homo sapiens 	3.4.21.73	
3fud	Homo sapiens 	3.3.2.6	
3snl	Homo sapiens 	3.1.4.17	
3snl	Homo sapiens 	3.1.4.35	
4gsz	Homo sapiens 	3.5.3.1	
2rop	Homo sapiens 	3.6.3.4	
3sni	Homo sapiens 	3.1.4.17	
3sni	Homo sapiens 	3.1.4.35	
3snh	Homo sapiens 	3.6.5.5	
4gsv	Homo sapiens 	3.5.3.1	
3ftz	Homo sapiens 	3.3.2.6	
3fty	Homo sapiens 	3.3.2.6	
1f9e	Homo sapiens 	3.4.22.61	
1dwe	Homo sapiens 	3.4.21.5	
3ftx	Homo sapiens 	3.3.2.6	
3h89	Homo sapiens 	3.4.22.15	
1dwd	Homo sapiens 	3.4.21.5	
3ftw	Homo sapiens 	3.3.2.6	
1dwc	Homo sapiens 	3.4.21.5	
3ftv	Homo sapiens 	3.3.2.6	
1dwb	Homo sapiens 	3.4.21.5	
3ftu	Homo sapiens 	3.3.2.6	
4gsm	Homo sapiens 	3.5.3.1	
3max	Homo sapiens 	3.5.1.98	
3h6s	Homo sapiens 	3.4.22.43	
2g7y	Homo sapiens 	3.4.22.27	
3fts	Homo sapiens 	3.3.2.6	
2ew9	Homo sapiens 	3.6.3.4	
4i5i	Homo sapiens 	3.5.1	
2g94	Homo sapiens 	3.4.23.46	
2g7r	Homo sapiens 	3.4.22	
134l	Homo sapiens 	3.2.1.17	
1f8u	Homo sapiens 	3.1.1.7	
1dx5	Homo sapiens 	3.4.21.5	
3so3	Homo sapiens 	3.4.21.109	
3u12	Homo sapiens 	3.4.19.12	
4afz	Homo sapiens 	3.4.21.39	
2ld1	Homo sapiens 	3.6.4.12	
2lbm	Homo sapiens 	3.6.4.12	
4afu	Homo sapiens 	3.4.21.39	
4grz	Homo sapiens 	3.1.3.48	
4gry	Homo sapiens 	3.1.3.48	
2xzt	Homo sapiens 	3.4.22.56	
4afs	Homo sapiens 	3.4.21.39	
4afq	Homo sapiens 	3.4.21.39	
2xzp	Homo sapiens 	3.6.4.13	
3sme	Homo sapiens 	3.1.3.48	
2xzo	Homo sapiens 	3.6.4.13	
2lbc	Homo sapiens 	3.4.19.12	
2rnf	Homo sapiens 	3.1.27	
1dva	Homo sapiens 	3.4.21.21	
2g6z	Homo sapiens 	3.1.3.16	
2g6z	Homo sapiens 	3.1.3.48	
3fu6	Homo sapiens 	3.3.2.6	
3fu5	Homo sapiens 	3.3.2.6	
3fu3	Homo sapiens 	3.3.2.6	
2xze	Homo sapiens 	3.4.19	
2xzd	Homo sapiens 	3.4.22.56	
3fu0	Homo sapiens 	3.3.2.6	
1s1d	Homo sapiens 	3.6.1.6	
3sn7	Homo sapiens 	3.1.4.17	
3sn7	Homo sapiens 	3.1.4.35	
2g6p	Homo sapiens 	3.4.11.18	
3sn6	Homo sapiens 	3.2.1.17	
133l	Homo sapiens 	3.2.1.17	
2rmx	Homo sapiens 	3.1.3.48	
2etl	Homo sapiens 	3.4.19.12	
1f92	Homo sapiens 	3.4.21.73	
8kme	Homo sapiens 	3.4.21.5	
1f7m	Homo sapiens 	3.4.21.21	
2g6d	Homo sapiens 	3.4.22.27	
4ag2	Homo sapiens 	3.4.21.39	
2xyp	Homo sapiens 	3.4.22.56	
4ag1	Homo sapiens 	3.4.21.39	
2rmj	Homo sapiens 	3.6.4.13	
1kbk	Homo sapiens 	3.2.1.1	
1f7e	Homo sapiens 	3.4.21.21	
4gqr	Homo sapiens 	3.2.1.1	
3h69	Homo sapiens 	3.1.3.16	
4ael	Homo sapiens 	3.1.4.17	
4ael	Homo sapiens 	3.1.4.35	
4gqq	Homo sapiens 	3.2.1.1	
3h68	Homo sapiens 	3.1.3.16	
3h67	Homo sapiens 	3.1.3.16	
3h66	Homo sapiens 	3.1.3.16	
4gs0	Homo sapiens 	3.1.3.48	
5hpg	Homo sapiens 	3.4.21.7	
4gql	Homo sapiens 	3.4.24.65	
2xyh	Homo sapiens 	3.4.22.56	
3h64	Homo sapiens 	3.1.3.16	
1kbc	Homo sapiens 	3.4.24.34	
2xyg	Homo sapiens 	3.4.22.56	
3h63	Homo sapiens 	3.1.3.16	
1kbb	Homo sapiens 	3.2.1.1	
3h62	Homo sapiens 	3.1.3.16	
3h61	Homo sapiens 	3.1.3.16	
2g5t	Homo sapiens 	3.4.14.5	
2xyd	Homo sapiens 	3.4.15.1	
3h60	Homo sapiens 	3.1.3.16	
3ma2	Homo sapiens 	3.4.24.80	
1f6w	Homo sapiens 	3.1.1.13	
1f6w	Homo sapiens 	3.1.1.3	
2g5p	Homo sapiens 	3.4.14.5	
3frg	Homo sapiens 	3.1.4.17	
1kav	Homo sapiens 	3.1.3.48	
1f6o	Homo sapiens 	3.2.2.21	
3skk	Homo sapiens 	3.5.3.1	
1s18	Homo sapiens 	3.6.1.6	
4gr8	Homo sapiens 	3.4.24.65	
3skg	Homo sapiens 	3.4.23.46	
3skf	Homo sapiens 	3.4.23.46	
1wyw	Homo sapiens 	3.2.2.29	
2esb	Homo sapiens 	3.1.3.16	
2esb	Homo sapiens 	3.1.3.48	
1kak	Homo sapiens 	3.1.3.48	
2xxn	Homo sapiens 	3.4.19.12	
4gr3	Homo sapiens 	3.4.24.65	
1dtd	Homo sapiens 	3.4.17.15	
4gr0	Homo sapiens 	3.4.24.65	
3h55	Homo sapiens 	3.2.1.49	
3h54	Homo sapiens 	3.2.1.49	
3h53	Homo sapiens 	3.2.1.49	
3sjx	Homo sapiens 	3.4.17.21	
3sl8	Homo sapiens 	3.1.4.17	
2g63	Homo sapiens 	3.4.14.5	
3sjt	Homo sapiens 	3.5.3.1	
3sl6	Homo sapiens 	3.1.4.17	
1dsu	Homo sapiens 	3.4.21.46	
3sl5	Homo sapiens 	3.1.4.17	
1dst	Homo sapiens 	3.4.21.46	
3sl4	Homo sapiens 	3.1.4.17	
3sl3	Homo sapiens 	3.1.4.17	
2g4k	Homo sapiens 	3.2.1.143	
4acx	Homo sapiens 	3.4.23.46	
2xy9	Homo sapiens 	3.4.15.1	
4ae8	Homo sapiens 	3.1.2.2	
4acu	Homo sapiens 	3.4.23.46	
4ae7	Homo sapiens 	3.1.2.2	
1f5l	Homo sapiens 	3.4.21.73	
1kb3	Homo sapiens 	3.2.1.1	
1f5k	Homo sapiens 	3.4.21.73	
2g4d	Homo sapiens 	3.4.22.68	
3sjg	Homo sapiens 	3.4.17.21	
3sjf	Homo sapiens 	3.4.17.21	
3sje	Homo sapiens 	3.4.17.21	
3h2x	Homo sapiens 	3.1.3.48	
2xwj	Homo sapiens 	3.4.21.47	
3h44	Homo sapiens 	3.4.24.56	
2g59	Homo sapiens 	3.1.3.48	
3h42	Homo sapiens 	3.4.21	
2xwe	Homo sapiens 	3.2.1.45	
2g56	Homo sapiens 	3.4.24.56	
2xwd	Homo sapiens 	3.2.1.45	
2eqs	Homo sapiens 	3.6.4.13	
2g54	Homo sapiens 	3.4.24.56	
2xwb	Homo sapiens 	3.4.21.46	
2xwb	Homo sapiens 	3.4.21.47	
2xwa	Homo sapiens 	3.4.21.46	
4thn	Homo sapiens 	3.4.21.5	
1f4r	Homo sapiens 	3.2.2.21	
2rjq	Homo sapiens 	3.4.24	
2eqg	Homo sapiens 	3.4.19.12	
2rjp	Homo sapiens 	3.4.24.82	
2eqf	Homo sapiens 	3.4.19.12	
2eqe	Homo sapiens 	3.4.19.12	
1qkq	Homo sapiens 	3.1.1.5	
3sie	Homo sapiens 	3.1.4.35	
2g49	Homo sapiens 	3.4.24.56	
4gnk	Homo sapiens 	3.1.4.11	
2g48	Homo sapiens 	3.4.24.56	
3h1p	Homo sapiens 	3.4.22.60	
3shz	Homo sapiens 	3.1.4.35	
2g47	Homo sapiens 	3.4.24.56	
3shy	Homo sapiens 	3.1.4.35	
2g45	Homo sapiens 	3.4.19.12	
2g43	Homo sapiens 	3.4.19.12	
1f3u	Homo sapiens 	3.6.4.12	
2xw9	Homo sapiens 	3.4.21.46	
2rip	Homo sapiens 	3.4.14.5	
3shi	Homo sapiens 	3.4.24.7	
2epb	Homo sapiens 	3.6.4.12	
3shc	Homo sapiens 	3.4.21.5	
3sha	Homo sapiens 	3.4.21.5	
2g1y	Homo sapiens 	3.4.23.15	
2z7f	Homo sapiens 	3.4.21.37	
1y8j	Homo sapiens 	3.4.24.11	
2g1s	Homo sapiens 	3.4.23.15	
2g1r	Homo sapiens 	3.4.23.15	
2g1o	Homo sapiens 	3.4.23.15	
2g1n	Homo sapiens 	3.4.23.15	
3si4	Homo sapiens 	3.4.21.5	
3si3	Homo sapiens 	3.4.21.5	
1wvb	Homo sapiens 	3.5.3.1	
1wva	Homo sapiens 	3.5.3.1	
3h0e	Homo sapiens 	3.4.22.56	
3h0c	Homo sapiens 	3.4.14.5	
3h0b	Homo sapiens 	3.4.23.46	
1y7v	Homo sapiens 	3.2.1.45	
4ab1	Homo sapiens 	3.1.1.1	
4ab1	Homo sapiens 	3.1.1.56	
