PDBID	SCIENTIFIC_ORGANISM	EC_NUMBER	
2djv	Homo sapiens 	6.1.1.10	
2y1m	Homo sapiens 	6.3.2	
1d5f	Homo sapiens 	6.3.2	
1x59	Homo sapiens 	6.1.1.21	
3ugb	Homo sapiens 	6.3.2.19	
2edi	Homo sapiens 	6.3.2	
2e2w	Homo sapiens 	6.5.1.1	
3jzk	Homo sapiens 	6.3.2	
3u5p	Homo sapiens 	6.3.2	
3u5o	Homo sapiens 	6.3.2	
3u5n	Homo sapiens 	6.3.2	
3u5m	Homo sapiens 	6.3.2	
3ii6	Homo sapiens 	6.5.1.1	
2d8u	Homo sapiens 	6.3.2	
2pie	Homo sapiens 	6.3.2	
2pid	Homo sapiens 	6.1.1.1	
2ecv	Homo sapiens 	6.3.2	
2ybf	Homo sapiens 	6.3.2.19	
3bzh	Homo sapiens 	6.3.2.19	
4gy5	Homo sapiens 	6.3.2	
2kq0	Homo sapiens 	6.3.2	
2oob	Homo sapiens 	6.3.2	
4f52	Homo sapiens 	6.3.2	
2ooa	Homo sapiens 	6.3.2	
3zxi	Homo sapiens 	6.1.1.1	
2jun	Homo sapiens 	6.3.2	
2juj	Homo sapiens 	6.3.2	
2op7	Homo sapiens 	6.3.2	
3rz3	Homo sapiens 	6.3.2.19	
1yvh	Homo sapiens 	6.3.2	
3plf	Homo sapiens 	6.3.2	
2fuh	Homo sapiens 	6.3.2.19	
2oni	Homo sapiens 	6.3.2	
2qc8	Homo sapiens 	6.3.1.2	
3sqv	Homo sapiens 	6.3.2.19	
2lgy	Homo sapiens 	6.3.2	
2kna	Homo sapiens 	6.3.2	
2oo9	Homo sapiens 	6.3.2	
2yb6	Homo sapiens 	6.3.2.19	
4dpg	Homo sapiens 	6.1.1.6	
2vsl	Homo sapiens 	6.3.2	
2lgv	Homo sapiens 	6.3.2	
3a4s	Homo sapiens 	6.3.2	
3zvz	Homo sapiens 	6.3.2	
3zvy	Homo sapiens 	6.3.2	
1uw0	Homo sapiens 	6.5.1.1	
2a25	Homo sapiens 	6.3.2	
2azx	Homo sapiens 	6.1.1.2	
3ny3	Homo sapiens 	6.3.2.19	
2lgl	Homo sapiens 	6.3.2	
2lgk	Homo sapiens 	6.3.2	
2zt8	Homo sapiens 	6.1.1.14	
3ny2	Homo sapiens 	6.3.2	
2hgs	Homo sapiens 	6.3.2.3	
3ny1	Homo sapiens 	6.3.2.19	
2nsq	Homo sapiens 	6.3.2	
2zt7	Homo sapiens 	6.1.1.14	
2zt6	Homo sapiens 	6.1.1.14	
2zt5	Homo sapiens 	6.1.1.14	
2lgg	Homo sapiens 	6.3.2	
3gs2	Homo sapiens 	6.3.2	
3dkm	Homo sapiens 	6.3.2	
1x23	Homo sapiens 	6.3.2.19	
2kly	Homo sapiens 	6.3.2.19	
3jvz	Homo sapiens 	6.3.2.19	
3hl5	Homo sapiens 	6.3.2	
2lfe	Homo sapiens 	6.3.2	
3sox	Homo sapiens 	6.3.2	
3sow	Homo sapiens 	6.3.2	
3sou	Homo sapiens 	6.3.2	
2clw	Homo sapiens 	6.3.2.19	
3e46	Homo sapiens 	6.3.2.19	
3icu	Homo sapiens 	6.3.2	
3h8k	Homo sapiens 	6.3.2.19	
3gpc	Homo sapiens 	6.2.1.2	
3h8h	Homo sapiens 	6.3.2	
1zly	Homo sapiens 	6.3.3.1	
1zly	Homo sapiens 	6.3.4.13	
1zlx	Homo sapiens 	6.3.3.1	
1zlx	Homo sapiens 	6.3.4.13	
2jqz	Homo sapiens 	6.3.2	
3q1d	Homo sapiens 	6.3.2	
3tj2	Homo sapiens 	6.3.2	
1o5t	Homo sapiens 	6.1.1.2	
1yrv	Homo sapiens 	6.3.2.19	
3jw0	Homo sapiens 	6.3.2.19	
2yvq	Homo sapiens 	6.3.4.16	
2axi	Homo sapiens 	6.3.2	
3ztg	Homo sapiens 	6.3.2	
2ojw	Homo sapiens 	6.3.1.2	
1w4u	Homo sapiens 	6.3.2.19	
3rtr	Homo sapiens 	6.3.2	
2vpi	Homo sapiens 	6.3.5.2	
2ldr	Homo sapiens 	6.3.2	
3a33	Homo sapiens 	6.3.2.19	
3bun	Homo sapiens 	6.3.2	
3bum	Homo sapiens 	6.3.2	
2hdp	Homo sapiens 	6.3.2	
4ah6	Homo sapiens 	6.1.1.12	
2kjh	Homo sapiens 	6.3.2.19	
2pe6	Homo sapiens 	6.3.2	
2awf	Homo sapiens 	6.3.2.19	
3tgd	Homo sapiens 	6.3.2.19	
1c4z	Homo sapiens 	6.3.2.19	
2nq3	Homo sapiens 	6.3.2	
2quk	Homo sapiens 	6.1.1.2	
2quj	Homo sapiens 	6.1.1.2	
4a4c	Homo sapiens 	6.3.2.19	
2qui	Homo sapiens 	6.1.1.2	
4a4b	Homo sapiens 	6.3.2.19	
2quh	Homo sapiens 	6.1.1.2	
2xbf	Homo sapiens 	6.3.2	
2xbb	Homo sapiens 	6.3.2	
3cmq	Homo sapiens 	6.1.1.20	
2h31	Homo sapiens 	6.3.2.6	
1ur6	Homo sapiens 	6.3.2.19	
1eqx	Homo sapiens 	6.3.2	
3oln	Homo sapiens 	6.3.2	
3hfv	Homo sapiens 	6.1.1.20	
3eyl	Homo sapiens 	6.3.2	
3jrx	Homo sapiens 	6.3.4.14	
3jrx	Homo sapiens 	6.4.1.2	
1njs	Homo sapiens 	6.3.3.1	
1njs	Homo sapiens 	6.3.4.13	
3zqs	Homo sapiens 	6.3.2.19	
3jrw	Homo sapiens 	6.3.4.14	
3jrw	Homo sapiens 	6.4.1.2	
3clz	Homo sapiens 	6.3.2	
3clx	Homo sapiens 	6.3.2	
3pg6	Homo sapiens 	6.3.2	
3ixs	Homo sapiens 	6.3.2	
3glk	Homo sapiens 	6.3.4.14	
3glk	Homo sapiens 	6.4.1.2	
3teg	Homo sapiens 	6.1.1.20	
2vo1	Homo sapiens 	6.3.4.2	
2laz	Homo sapiens 	6.3.2	
3l4h	Homo sapiens 	6.3.2	
3l4g	Homo sapiens 	6.1.1.20	
4a49	Homo sapiens 	6.3.2.19	
2jnh	Homo sapiens 	6.3.2	
2ysf	Homo sapiens 	6.3.2	
2l0b	Homo sapiens 	6.3.2	
2lc3	Homo sapiens 	6.3.2	
2h0d	Homo sapiens 	6.3.2	
2laj	Homo sapiens 	6.3.2	
2day	Homo sapiens 	6.3.2	
1wd2	Homo sapiens 	6.3.2.19	
2jmo	Homo sapiens 	6.3.2	
2pb7	Homo sapiens 	6.3.2	
3cm7	Homo sapiens 	6.3.2	
4dij	Homo sapiens 	6.3.2	
3k9p	Homo sapiens 	6.3.2.19	
3k9o	Homo sapiens 	6.3.2.19	
3tdc	Homo sapiens 	6.3.4.14	
3tdc	Homo sapiens 	6.4.1.2	
1z6u	Homo sapiens 	6.3.2.19	
2wfd	Homo sapiens 	6.1.1.4	
3cm2	Homo sapiens 	6.3.2	
2c6b	Homo sapiens 	6.3.2	
2c6a	Homo sapiens 	6.3.2	
2yrg	Homo sapiens 	6.3.2	
1wzw	Homo sapiens 	6.3.2.19	
1wzv	Homo sapiens 	6.3.2.19	
2lb2	Homo sapiens 	6.3.2	
2esq	Homo sapiens 	6.3.2.19	
2lb1	Homo sapiens 	6.3.2	
2esp	Homo sapiens 	6.3.2.19	
2lb0	Homo sapiens 	6.3.2	
2eso	Homo sapiens 	6.3.2.19	
4dhz	Homo sapiens 	6.3.2.19	
3rpg	Homo sapiens 	6.3.2.19	
2esk	Homo sapiens 	6.3.2.19	
1r6u	Homo sapiens 	6.1.1.2	
1r6t	Homo sapiens 	6.1.1.2	
3ddt	Homo sapiens 	6.3.2	
3qvg	Homo sapiens 	6.5.1.1	
3l2p	Homo sapiens 	6.5.1.1	
1j7d	Homo sapiens 	6.3.2.19	
2vkt	Homo sapiens 	6.3.4.2	
4dhj	Homo sapiens 	6.3.2.19	
3von	Homo sapiens 	6.3.2.19	
4dhi	Homo sapiens 	6.3.2.19	
2xwu	Homo sapiens 	6.3.2.19	
2v9y	Homo sapiens 	6.3.3.1	
2v9y	Homo sapiens 	6.3.4.13	
4ic3	Homo sapiens 	6.3.2	
4ic2	Homo sapiens 	6.3.2	
3hcu	Homo sapiens 	6.3.2.19	
3hct	Homo sapiens 	6.3.2.19	
3l1z	Homo sapiens 	6.3.2.19	
4ec4	Homo sapiens 	6.3.2	
3l1y	Homo sapiens 	6.3.2.19	
2k4d	Homo sapiens 	6.3.2	
2keo	Homo sapiens 	6.3.2	
2jku	Homo sapiens 	6.4.1.3	
2c4p	Homo sapiens 	6.3.2.19	
2c4o	Homo sapiens 	6.3.2.19	
3vnn	Homo sapiens 	6.5.1.1	
3oj4	Homo sapiens 	6.3.2.19	
1imo	Homo sapiens 	6.5.1.1	
3gid	Homo sapiens 	6.3.4.14	
3gid	Homo sapiens 	6.4.1.2	
2vjf	Homo sapiens 	6.3.2	
4eb9	Homo sapiens 	6.3.2	
2vje	Homo sapiens 	6.3.2	
3lbl	Homo sapiens 	6.3.2	
3shb	Homo sapiens 	6.3.2	
3lbk	Homo sapiens 	6.3.2	
3h1d	Homo sapiens 	6.3.2	
1yla	Homo sapiens 	6.3.2.19	
2px9	Homo sapiens 	6.3.2	
1ulh	Homo sapiens 	6.1.1.2	
3pc8	Homo sapiens 	6.5.1.1	
3dbr	Homo sapiens 	6.3.2	
3pc7	Homo sapiens 	6.5.1.1	
3dbl	Homo sapiens 	6.3.2	
4ayc	Homo sapiens 	6.3.2	
2lvq	Homo sapiens 	6.3.2	
2lvp	Homo sapiens 	6.3.2	
3dbh	Homo sapiens 	6.3.2	
2lvo	Homo sapiens 	6.3.2	
2lvn	Homo sapiens 	6.3.2	
1in1	Homo sapiens 	6.5.1.1	
1wwt	Homo sapiens 	6.1.1.3	
2c2v	Homo sapiens 	6.3.2.19	
2wd9	Homo sapiens 	6.2.1.2	
3day	Homo sapiens 	6.2.1.2	
3l11	Homo sapiens 	6.3.2	
1zdn	Homo sapiens 	6.3.2.19	
2kcc	Homo sapiens 	6.3.4.14	
2kcc	Homo sapiens 	6.4.1.2	
2z6p	Homo sapiens 	6.3.2.19	
3g76	Homo sapiens 	6.3.2	
2z6o	Homo sapiens 	6.3.2.19	
1n3l	Homo sapiens 	6.1.1.1	
1y8x	Homo sapiens 	6.3.2.19	
2o25	Homo sapiens 	6.3.2.19	
3asl	Homo sapiens 	6.3.2	
3ask	Homo sapiens 	6.3.2	
3db4	Homo sapiens 	6.3.2	
3db3	Homo sapiens 	6.3.2	
3c5e	Homo sapiens 	6.2.1.2	
4ddi	Homo sapiens 	6.3.2.19	
4ddg	Homo sapiens 	6.3.2.19	
3pxe	Homo sapiens 	6.3.2	
3fn1	Homo sapiens 	6.3.2	
3pxd	Homo sapiens 	6.3.2	
3pxc	Homo sapiens 	6.3.2	
3hxt	Homo sapiens 	6.3.3.2	
3pxb	Homo sapiens 	6.3.2	
3pxa	Homo sapiens 	6.3.2	
1z1m	Homo sapiens 	6.3.2	
2z5d	Homo sapiens 	6.3.2.19	
1ik9	Homo sapiens 	6.5.1.1	
1rbz	Homo sapiens 	6.3.3.1	
1rbz	Homo sapiens 	6.3.4.13	
1rby	Homo sapiens 	6.3.3.1	
1rby	Homo sapiens 	6.3.4.13	
3hy6	Homo sapiens 	6.3.3.2	
3hy4	Homo sapiens 	6.3.3.2	
2ob4	Homo sapiens 	6.3.2.19	
3hy3	Homo sapiens 	6.3.3.2	
1rbq	Homo sapiens 	6.3.3.1	
1rbq	Homo sapiens 	6.3.4.13	
2v4u	Homo sapiens 	6.3.4.2	
3ceg	Homo sapiens 	6.3.2.19	
1rbm	Homo sapiens 	6.3.3.1	
1rbm	Homo sapiens 	6.3.4.13	
2kyk	Homo sapiens 	6.3.2	
4auq	Homo sapiens 	6.3.2.19	
4hbm	Homo sapiens 	6.3.2	
1y6l	Homo sapiens 	6.3.2.19	
2cyx	Homo sapiens 	6.3.2.19	
1i7k	Homo sapiens 	6.3.2.19	
3dwh	Homo sapiens 	6.3.2	
2ffw	Homo sapiens 	6.3.2	
1fbv	Homo sapiens 	6.3.2.19	
3fl2	Homo sapiens 	6.3.2	
4dbg	Homo sapiens 	6.3.2	
4g85	Homo sapiens 	6.1.1.21	
3bju	Homo sapiens 	6.1.1.6	
4g84	Homo sapiens 	6.1.1.21	
1rc1	Homo sapiens 	6.3.3.1	
1rc1	Homo sapiens 	6.3.4.13	
1rc0	Homo sapiens 	6.3.3.1	
1rc0	Homo sapiens 	6.3.4.13	
2f4w	Homo sapiens 	6.3.2.19	
3tup	Homo sapiens 	6.1.1.20	
3tug	Homo sapiens 	6.3.2	
3kci	Homo sapiens 	6.3.2	
4fo9	Homo sapiens 	6.3.2	
1jas	Homo sapiens 	6.3.2.19	
2yl2	Homo sapiens 	6.3.4.14	
2yl2	Homo sapiens 	6.4.1.2	
1yh2	Homo sapiens 	6.3.2.19	
3eq6	Homo sapiens 	6.2.1.2	
3g1n	Homo sapiens 	6.3.2	
2v40	Homo sapiens 	6.3.4.4	
3f92	Homo sapiens 	6.3.2.19	
3b7y	Homo sapiens 	6.3.2	
3b7w	Homo sapiens 	6.2.1.2	
4asi	Homo sapiens 	6.3.4.14	
4asi	Homo sapiens 	6.4.1.2	
2xoz	Homo sapiens 	6.3.2	
2xoy	Homo sapiens 	6.3.2	
3vgo	Homo sapiens 	6.3.2	
3ptf	Homo sapiens 	6.3.2.19	
2ake	Homo sapiens 	6.1.1.2	
1fyj	Homo sapiens 	6.1.1.15	
1fyj	Homo sapiens 	6.1.1.17	
2ejs	Homo sapiens 	6.3.2	
2qk4	Homo sapiens 	6.3.3.1	
2qk4	Homo sapiens 	6.3.4.13	
3tu1	Homo sapiens 	6.3.2	
2ejm	Homo sapiens 	6.4.1.4	
4erf	Homo sapiens 	6.3.2	
2xoc	Homo sapiens 	6.3.2	
3gzn	Homo sapiens 	6.3.2	
4ere	Homo sapiens 	6.3.2	
2dr2	Homo sapiens 	6.1.1.2	
1x9n	Homo sapiens 	6.5.1.1	
1meo	Homo sapiens 	6.3.3.1	
1meo	Homo sapiens 	6.3.4.13	
2lq7	Homo sapiens 	6.3.2	
3k16	Homo sapiens 	6.3.2	
1men	Homo sapiens 	6.3.3.1	
1men	Homo sapiens 	6.3.4.13	
2yho	Homo sapiens 	6.3.2.19	


